,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
103,ALL NEW RENOVATED*MODERN*BUILDING*LAUNDRY*PARKING*CLOSE TO RR/SHOPS***,2450.0,1000.0,https://newyork.craigslist.org/wch/apa/d/bronx-all-new/7279265827.html,2.0, (YONKERS),2021-02-18 13:29,1.0,40.91047,-73.854422,no pet,on site,off-street,multi
105,🍃Newly Renovated 2 Bedroom 1 Bath🍃Laundry in Building🍃L&J/Z Train🍃,2100.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-newly-renovated-bedroom/7279263367.html,2.0, (Bushwick),2021-02-18 13:25,1.5,40.68789,-73.907238,both pets,in unit,no,multi
106,fully renovated 3bd 1.5 ba East Williamsburg,2295.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-fully-renovated-3bd-15-ba-east/7279262937.html,3.0, (Morgan  Ave @ L train),2021-02-18 13:24,1.5,40.704305,-73.9298,both pets,on site,no,multi
107,🌺Brand New🌺Beautifully Renovated 1 Bed🌺Private Terrace🌺No Fee🌺L,1770.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-newbeautifully-renovated/7279262829.html,1.0, (Bushwick),2021-02-18 13:24,1.0,40.694987,-73.907296,both pets,on site,no,multi
108,⚡️Brand New⚡️Beautifully Renovated 3 Bed⚡️Private Rooftop⚡️J/Z,2800.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-newbeautifully-renovated/7279261990.html,3.0, (Bushwick),2021-02-18 13:23,2.0,40.689457,-73.921058,both pets,on site,no,multi
110,Huge Studio. Best Deal in the UES. Clean. Quiet. No Broker. By Owner.,1299.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-studio-best-deal-in-the/7279259544.html,0.0, (Upper East Side),2021-02-18 13:19,1.0,40.7816,-73.9511,both pets,no laundry,no,multi
111,FULL FLOOR 4 BD PENTHOUSE w ENORMOUS PRIVATE ROOF DECK!!!,3375.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-full-floor-bd-penthouse/7279258250.html,4.0, (Midtown West),2021-02-18 13:17,2.0,40.7651,-73.9858,both pets,in unit,no,multi
114,"Duplex apartment, tons of space, in heart of Bushwick🌮☀️",1990.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-duplex-apartment-tons-of-space/7279257050.html,2.0," (Bushwick, Brooklyn)",2021-02-18 13:16,1.5,40.68789,-73.907238,both pets,on site,no,multi
115,Amazing Brooklyn Apartment!!,2000.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-brooklyn-apartment/7279256239.html,1.0, (Prospect Park South),2021-02-18 13:14,1.0,40.6467,-73.957,both pets,on site,no,multi
116,Studio Apartment For Rent * Renovated * Balcony * Fully Furnished,1460.0,600.0,https://newyork.craigslist.org/que/apa/d/rego-park-studio-apartment-for-rent/7279256130.html,0.0, (Rego Park),2021-02-18 13:14,1.0,40.7278,-73.8602,cats,on site,no,multi
117,"another great deal Ref#: 2011, h.m.u. 347.450.2325",2100.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/ridgewood-another-great-deal-ref-2011/7279255954.html,2.0, (Bushwick),2021-02-18 13:14,2.0,40.7036,-73.8961,no pet,on site,no,multi
118,Massive 1 Bedroom * Gut Renovated * Private Patio!!,2350.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-bedroom-gut-renovated/7279253550.html,1.0, (Upper East Side),2021-02-18 13:10,1.0,40.7763,-73.9529,both pets,on site,no,multi
119,cRaZY apartment dealz Ref# 1726 h.m.u. 347.450.2325,2430.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-crazy-apartment-dealz-ref-1726/7279251393.html,3.0, (Bushwick),2021-02-18 13:07,2.0,40.7006,-73.918,no pet,no laundry,no,multi
120,🍂Brand New🍂1 Bed 1 Bath🍂No Fee🍂A/C Train🍂W/D in Unit🍂,1900.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new1-bed-bathno-feea/7279249385.html,1.0, (Crown Heights),2021-02-18 13:04,1.0,40.677042,-73.951399,both pets,in unit,no,multi
121,Three Bedroom Large,2000.0,1103.2173913043478,https://newyork.craigslist.org/stn/apa/d/staten-island-three-bedroom-large/7279248887.html,3.0, (Castleton /Broadway),2021-02-18 13:03,1.0,40.634271,-74.116859,both pets,no laundry,no,multi
122,🍂Brand New🍂3 Bed 2 Bath🍂No Fee🍂A/C Train🍂W/D in Unit🍂,3100.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new3-bed-bathno-feea/7279248860.html,3.0, (Crown Heights),2021-02-18 13:03,2.0,40.677042,-73.951163,both pets,in unit,no,multi
123,*One Month Free 2 Bed Heat Included Ditmars/33 St 1 Block N+W Trains,2050.0,700.0,https://newyork.craigslist.org/que/apa/d/astoria-one-month-free-bed-heat/7279248567.html,2.0, (Astoria),2021-02-18 13:03,1.0,40.7763,-73.911,no pet,on site,no,multi
124,Don't Miss Out! - 1 Bedroom Apartment - Call Us Today!!,1300.0,750.0,https://newyork.craigslist.org/fct/apa/d/norwalk-dont-miss-out-bedroom-apartment/7279246118.html,1.0, (Norwalk),2021-02-18 12:59,1.0,41.0957,-73.4285,both pets,on site,off-street,multi
125,Water Views In Norwalk,2500.0,952.0,https://newyork.craigslist.org/fct/apa/d/norwalk-water-views-in-norwalk/7279245248.html,1.0," (SONO, Norwalk)",2021-02-18 12:58,1.0,41.0957,-73.4285,both pets,in unit,proctected,multi
126,LARGE STUDIO*LAUNDRY*PARKING*SEPARATE KITCHEN*VERY CLOSE TO RR*SHOPS*,1350.0,550.0,https://newyork.craigslist.org/wch/apa/d/white-plains-large/7279243215.html,0.0, (WHITE PLAINS),2021-02-18 12:55,1.0,41.032682,-73.766392,no pet,on site,off-street,multi
127,BY OWNER 1br - Large Renovated Apartment - NO FEES,1650.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/rego-park-by-owner-1br-large-renovated/7279242056.html,1.0, (Rego Park),2021-02-18 12:53,1.0,40.730498,-73.86686,no pet,no laundry,no,multi
128,"23RD AVE OFF CRESCENT ST, 3 BEDROOM NEAR N,W TRAINS",2250.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/astoria-23rd-ave-off-crescent-st/7279239812.html,3.0, (23rd Ave & Crescent Street),2021-02-18 12:49,1.0,40.777006,-73.916607,no pet,no laundry,no,multi
129,Massive 1 BD Penthouse * 2 Huge Private Terraces!!,4120.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-bd-penthouse-huge/7279239509.html,1.0, (Midtown East),2021-02-18 12:49,1.0,40.7517,-73.9707,both pets,on site,no,multi
130,"24TH AVE OFF CRESCENT ST, 3 BEDROOM NEAR N,W TRAINS",2250.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/astoria-24th-ave-off-crescent-st/7279238934.html,3.0, (24th Ave & Crescent Street),2021-02-18 12:48,1.0,40.774933,-73.919141,no pet,no laundry,no,multi
131,Williamsburg 1 bedroom,2150.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bedroom/7279236417.html,1.0, (Brooklyn),2021-02-18 12:44,1.0,40.708426,-73.951332,both pets,no laundry,no,multi
132,1 BD Penthouse w 1200 SQF Private Terrace!!!,3950.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-bd-penthouse-1200-sqf-private/7279234337.html,1.0, (Midtown East),2021-02-18 12:41,1.0,40.7517,-73.9707,both pets,on site,no,multi
133,Bed Stuy * Unbelievable 2Br High end Spacious Jmzg Trains*No fee* Roof,2495.0,850.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stuy-unbelievable-2br-high/7279233928.html,2.0, (Bed Stuy/JmzG Trains/No fee),2021-02-18 12:40,1.0,40.69152,-73.937162,no pet,no laundry,no,multi
134,Gorgeous 2 bedroom apartment ABSOLUTELY NO FEE,4496.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-apartment/7279230870.html,2.0, (Midtown West),2021-02-18 12:36,2.0,40.7764,-73.9827,both pets,no laundry,no,multi
135,Large 1BR in Williamsbridge Area. Clean. Quiet. No Broker. By Owner.,1200.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/bronx-large-1br-in-williamsbridge-area/7279229970.html,1.0, (Williamsbridge),2021-02-18 12:34,1.0,40.8702,-73.8495,no pet,no laundry,no,multi
136,Stylish 2 Bedrooms apartment – H&H WATER INCLUDED - No Fee,2195.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-stylish-bedrooms-apartment-hh/7279229506.html,2.0, (bedstuy),2021-02-18 12:34,1.0,40.690485,-73.939533,both pets,no laundry,no,multi
137,Williamsburg 1 bedroom. PRIME location,2200.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bedroom-prime/7279227810.html,1.0, (Brooklyn),2021-02-18 12:31,1.0,40.712526,-73.962552,both pets,no laundry,no,multi
138,NO BROKER FEE ON SUNNY STABILIZED 1 BEDROOM STEPS FROM BARCLAY CENTER,1978.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-on-sunny/7279227654.html,1.0, (Fort Greene),2021-02-18 12:31,1.0,40.683483,-73.96689,both pets,no laundry,no,multi
139,NO BROKER FEE ON LARGE LIGHT FILLED 2 BEDROOM STEPS FROM PROSPECT PARK,2680.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-on-large-light/7279227391.html,2.0, (Prospect Heights),2021-02-18 12:31,1.0,40.674416,-73.966942,both pets,no laundry,no,multi
140,NO BROKER FEE ON TRIPLE MINT 3 BEDROOM 2 BATH STEPS FROM PROSPECT PARK,3400.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-on-triple-mint/7279226841.html,3.0, (Prospect Heights),2021-02-18 12:30,2.0,40.67359,-73.962954,both pets,no laundry,no,multi
141,3 Bedroom Greenpoint Loft with 4 Skylights Windows all Bedrooms,4700.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/long-island-city-bedroom-greenpoint/7279226742.html,3.0, (Greenpoint),2021-02-18 12:30,1.0,40.733629,-73.958208,no pet,in unit,no,multi
142,"SPACIOUS SUNNY 3 BEDROOM STEPS FROM TRENDY FRANKLIN AVENUE 2,3,4,5",2800.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-sunny-bedroom-steps/7279226348.html,3.0, (Crown Heights),2021-02-18 12:29,1.0,40.670125,-73.955269,both pets,no laundry,no,multi
143,Charming Williamsburg Loft located between Lorimer L and Hewes JMZ,2500.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-williamsburg-loft/7279225965.html,1.0, (Williamsburg),2021-02-18 12:28,1.0,40.709073,-73.947944,both pets,on site,no,multi
144,"NO BROKER FEE ON SUNNY STABILIZED 1 BEDROOM A,C TRAINS",2250.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-on-sunny/7279225533.html,1.0, (Fort Greene),2021-02-18 12:28,1.0,40.681558,-73.96654,both pets,no laundry,no,multi
145,First Floor Apt with 1.5 bathrooms. Off Street Parking.,2650.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/rosedale-first-floor-apt-with-15/7279225463.html,3.0, (Rosedale),2021-02-18 12:28,1.5,40.6621,-73.7353,no pet,no laundry,no,multi
146,NO BROKER FEE ON RENOVATED 2 BEDROOMS 1 BLOCK FROM PROSPECT PARK,2450.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-on-renovated/7279224972.html,2.0, (Prospect Heights),2021-02-18 12:27,1.0,40.673694,-73.967191,both pets,no laundry,no,multi
147,Large 3 bedrooms - No Fee,2999.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bedrooms-no-fee/7279224526.html,3.0, (Bedstuy),2021-02-18 12:26,1.0,40.701545,-73.938365,both pets,no laundry,no,multi
148,SPARKLING SUNNY 2 BEDROOMS STEPS FROM BUSTLING FRANKLIN AVENUE,2700.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-sparkling-sunny-bedrooms-steps/7279224399.html,2.0, (Crown Heights),2021-02-18 12:26,1.0,40.671352,-73.961338,both pets,no laundry,no,multi
149,SPRAWLING SPARKLING 3 BEDROOMS SECONDS TO BUSTLING FRANKLIN AVENUE,3000.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-sprawling-sparkling-bedrooms/7279224004.html,3.0, (Crown Heights),2021-02-18 12:25,1.0,40.670657,-73.957974,both pets,no laundry,no,multi
150,Pre-War Gem in Heart of Bay Ridge,1695.0,806.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-pre-war-gem-in-heart-of-bay/7279223973.html,1.0, (Bay Ridge),2021-02-18 12:25,1.0,40.632405,-74.0306,no pet,on site,no,multi
151,E Williamsburg Luxury 3 Bed 1.5 Ba Duplex Private Backyard W/D in unit,3000.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-luxury-bed-15-ba/7279222933.html,3.0, (Williamsburg),2021-02-18 12:24,1.5,40.708141,-73.942586,both pets,in unit,no,multi
152,NO SECURITY DEPOSIT APARTMENTS in Staten Island 718-979-1400,1725.0,717.6746411483253,https://newyork.craigslist.org/stn/apa/d/staten-island-no-security-deposit/7279222275.html,1.0, (New Dorp Staten Island),2021-02-18 12:23,1.0,40.564987,-74.111409,no pet,no laundry,no,multi
153,Williamsburg 3 bedroom,3000.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bedroom/7279221715.html,3.0, (Brooklyn),2021-02-18 12:22,1.0,40.711424,-73.959533,no pet,no laundry,no,multi
154,NO FEE! NO SEC DEPOSIT! Apartment in Midwood 718-373-6000,1795.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-no-sec-deposit/7279221085.html,1.0, (Midwood),2021-02-18 12:21,1.0,40.621164,-73.939991,no pet,no laundry,no,multi
155,East Williamsburg 1 Bedroom Loft with Wall of Windows,2400.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-east-williamsburg-bedroom-loft/7279220986.html,1.0, (Williamsburg),2021-02-18 12:21,1.0,40.702976,-73.942516,both pets,on site,no,multi
156,Massive Studio with Gut Renovated Separate Kitchen!!,1770.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-studio-with-gut/7279220696.html,0.0, (Upper East Side),2021-02-18 12:20,1.0,40.7763,-73.9529,both pets,on site,no,multi
157,Williamsburg Graham L Stop Prewar 3 Bedroom Giant Charming Bedrooms,2850.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-graham-stop/7279220119.html,3.0, (Williamsburg),2021-02-18 12:19,1.0,40.711604,-73.943878,both pets,on site,no,multi
158,South Facing E. Williamsburg Renovated Loft Space w Character + Light,3200.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-south-facing-williamsburg/7279219296.html,1.0, (Williamsburg),2021-02-18 12:18,1.0,40.7012,-73.9436,both pets,no laundry,no,multi
159,True 3 Bedroom. Clean. Quiet. Great Price. By Owner. No Broker Fee.,1967.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-true-bedroom-clean-quiet-great/7279219315.html,3.0, (Gramercy),2021-02-18 12:18,1.0,40.7313,-73.9892,both pets,no laundry,no,multi
160,"RENOVATED, LARGE 2BR/2BTH  JAMAICA ESTATES $2500",2525.0,1000.0,https://newyork.craigslist.org/que/apa/d/jamaica-renovated-large-2br-2bth/7279218853.html,2.0, (Jamaica Estates),2021-02-18 12:18,2.0,40.7119,-73.7944,no pet,on site,no,multi
161,Renovated 2BR + Dishwasher. Great Price. No Broker. By Owner,1759.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-renovated-2br-dishwasher-great/7279218712.html,2.0, (Gramercy),2021-02-18 12:17,1.0,40.7313,-73.9892,dogs,no laundry,no,multi
162,OPEN HOUSE BY APPOINTMENT! RENO 2BR/1BTH FOREST HILLS PARK BRIAR,2800.0,1000.0,https://newyork.craigslist.org/que/apa/d/elmhurst-open-house-by-appointment-reno/7279218483.html,2.0, (Forest Hills),2021-02-18 12:17,1.0,40.739575,-73.892224,no pet,on site,proctected,multi
163,NO FEE! OPEN HOUSE SUN 2:30-4PM JAMAICA HILLS RENO ALCOVE STUDIO,1599.0,500.0,https://newyork.craigslist.org/que/apa/d/jamaica-no-fee-open-house-sun-230-4pm/7279218283.html,0.0, (Jamaica Hills),2021-02-18 12:17,1.0,40.7119,-73.7944,no pet,on site,proctected,multi
164,OPEN HOUSE BY APPOINTMENT! FOREST HILLS PARK BRIAR RENO 1Br/1BTH,2125.0,750.0,https://newyork.craigslist.org/que/apa/d/woodside-open-house-by-appointment/7279218033.html,1.0, (Forest Hills),2021-02-18 12:16,1.0,40.740856,-73.899479,no pet,on site,proctected,multi
165,NO FEE NO SEC DEP Apartment in Forest Hills 718-726-0003,2195.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/jamaica-no-fee-no-sec-dep-apartment-in/7279217432.html,2.0, (Kew Gardens),2021-02-18 12:15,1.0,40.712832,-73.827397,no pet,no laundry,no,multi
166,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,1695.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-sec-deposit-apartment-in/7279216483.html,1.0, (Brooklyn (Bensonhurst)),2021-02-18 12:14,1.0,40.598766,-74.000738,no pet,no laundry,no,multi
168,NO SEC DEPOSIT! Apartments next to Astoria Park & Water 718-726-0003,2095.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/astoria-no-sec-deposit-apartments-next/7279214852.html,2.0, (Astoria),2021-02-18 12:12,1.0,40.780606,-73.912211,no pet,no laundry,no,multi
169,NO FEE NO SEC DEP Sheepshead Bay Building w/SWIMMING Pool 718-373-6000,2195.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-no-sec-dep-sheepshead/7279213703.html,2.0, (Sheepshead Bay),2021-02-18 12:10,1.0,40.602745,-73.941894,no pet,no laundry,no,multi
170,Renovated 2 bed 1 bath,2350.0,1000.0,https://newyork.craigslist.org/brx/apa/d/bronx-renovated-bed-bath/7279212432.html,2.0, (Bronx),2021-02-18 12:08,1.0,40.819965,-73.819574,dogs,no laundry,no,multi
171,Renovated 2 bed 2 bath,2500.0,1086.0,https://newyork.craigslist.org/brx/apa/d/bronx-renovated-bed-bath/7279210919.html,2.0, (Throgs Neck),2021-02-18 12:06,2.0,40.823132,-73.811264,dogs,no laundry,no,multi
172,4 bedroom private house plus 3 car parking lot,2800.0,1244.0,https://newyork.craigslist.org/brx/apa/d/bronx-bedroom-private-house-plus-car/7279209885.html,4.0, (van Cortlandt village),2021-02-18 12:04,2.5,40.8798,-73.9067,both pets,no laundry,proctected,double
173,"Small 2nd BDR 1 BA, Renovated, Fireplace, Top Floor, NO FEE!",1175.0,922.3730569948186,https://newyork.craigslist.org/jsy/apa/d/jersey-city-small-2nd-bdr-ba-renovated/7279207658.html,2.0, (Jersey City Heights),2021-02-18 12:01,1.0,40.7482,-74.0498,no pet,no laundry,no,multi
174,Stunning 3 bedroom apartment! No Fee!,2650.0,1103.2173913043478,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-bedroom-apartment-no/7279206649.html,3.0, (Upper East Side),2021-02-18 11:59,1.5,40.7864,-73.9764,no pet,on site,no,multi
175,"One BD Room(small) in JamaicaHills, $1300.00",1300.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/jamaica-one-bd-roomsmall-in/7279206265.html,1.0, (Jamaica),2021-02-18 11:59,1.0,40.7119,-73.7944,no pet,no laundry,no,multi
177,Large 2 bedroom 2 bath,2400.0,1460.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bedroom-bath/7279204841.html,2.0, (Midwood),2021-02-18 11:56,2.0,40.636327,-73.9584,no pet,on site,no,multi
178,NO FEE New Reno Large Studio Located in Prime UES,1742.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-new-reno-large-studio/7279204607.html,1.0, (Upper East Side),2021-02-18 11:56,1.0,40.7763,-73.9529,no pet,no laundry,no,multi
179,NO FEE NO SEC DEP Doorman Building w/swimming pool 718-373-6000,1895.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-no-sec-dep-doorman/7279202218.html,1.0, (Sheepshead Bay),2021-02-18 11:52,1.0,40.588977,-73.939641,no pet,no laundry,no,multi
180,"Larchmont 1-Bedroom, Beautiful, Sunny and Spacious Apartment",2030.0,700.0,https://newyork.craigslist.org/wch/apa/d/larchmont-larchmont-bedroom-beautiful/7279201819.html,1.0, (LARCHMONT),2021-02-18 11:52,1.0,40.931952,-73.758892,no pet,on site,off-street,multi
181,NO FEE  FEBRUARY FREE * SPECTACULAR * OVERSIZED * GREAT BLDG * BALCONY,2200.0,750.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-february-free/7279200512.html,1.0, (Williamsburg Graham Area),2021-02-18 11:50,1.0,40.717957,-73.945434,both pets,no laundry,no,multi
182,Huge 1 Bedroom duplex with yard &office space.,2379.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-huge-bedroom-duplex-with-yard/7279199971.html,1.0, (Upper East Side),2021-02-18 11:49,1.5,40.778459,-73.947139,both pets,on site,no,multi
183,Massive Studio * Fully Renovated * Great Sunlight * Elevator/Laundry!,1583.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-studio-fully-renovated/7279199594.html,0.0, (Upper East Side),2021-02-18 11:48,1.0,40.7763,-73.9529,both pets,on site,no,multi
